,source_text,target_text,predict
2461,COL CCN VAL 223026 COL Facility VAL GENEVA GENERAL HOSPITAL COL Address1 VAL 2 REHABILITATION WAY COL City VAL WOBURN COL State VAL MA COL ZipCode VAL 1801 COL County VAL Middlesex COL PhoneNumber VAL (781) 935-5050 COL CMSRegion VAL 1 COL Condition VAL Hip or femur fracture  [SEP] COL Facility VAL GENEVA GENERAL HOSPITAL ,ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN,WOBURN REGIONAL REHABILITATION HOSPITAL
2462,COL CCN VAL 223026 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN COL Address1 VAL 4401 UNION ST COL City VAL WOBURN COL State VAL MA COL ZipCode VAL 1801 COL County VAL Middlesex COL PhoneNumber VAL (781) 935-5050 COL CMSRegion VAL 1 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL Address1 VAL 4401 UNION ST ,2 REHABILITATION WAY,ONE HOSPITAL DRIVE
2463,COL CCN VAL 223026 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN COL Address1 VAL 2 REHABILITATION WAY COL City VAL BANGOR COL State VAL MA COL ZipCode VAL 1801 COL County VAL Middlesex COL PhoneNumber VAL (781) 935-5050 COL CMSRegion VAL 1 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL City VAL BANGOR ,WOBURN,BRIDGEPORT
2464,COL CCN VAL 223026 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN COL Address1 VAL 2 REHABILITATION WAY COL City VAL WOBURN COL State VAL OK COL ZipCode VAL 1801 COL County VAL Middlesex COL PhoneNumber VAL (781) 935-5050 COL CMSRegion VAL 1 COL Condition VAL Brain disease or condition (non-traumatic)  [SEP] COL State VAL OK ,MA,MA
2465,COL CCN VAL 223026 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN COL Address1 VAL 2 REHABILITATION WAY COL City VAL WOBURN COL State VAL MA COL ZipCode VAL 9123 COL County VAL Middlesex COL PhoneNumber VAL (781) 935-5050 COL CMSRegion VAL 1 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL ZipCode VAL 9123 ,1801,1601
2466,COL CCN VAL 223026 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN COL Address1 VAL 2 REHABILITATION WAY COL City VAL WOBURN COL State VAL MA COL ZipCode VAL 1801 COL County VAL Camden COL PhoneNumber VAL (781) 935-5050 COL CMSRegion VAL 1 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL County VAL Camden ,Middlesex,Suffolk
2467,COL CCN VAL 223026 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN COL Address1 VAL 2 REHABILITATION WAY COL City VAL WOBURN COL State VAL MA COL ZipCode VAL 1801 COL County VAL Middlesex COL PhoneNumber VAL (904) 639-1833 COL CMSRegion VAL 1 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL PhoneNumber VAL (904) 639-1833 ,(781) 935-5050,(502) 596-6346
2468,COL CCN VAL 223026 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN COL Address1 VAL 2 REHABILITATION WAY COL City VAL WOBURN COL State VAL MA COL ZipCode VAL 1801 COL County VAL Middlesex COL PhoneNumber VAL (781) 935-5050 COL CMSRegion VAL 10 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL CMSRegion VAL 10 ,1,1
2469,COL CCN VAL 223026 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN COL Address1 VAL 2 REHABILITATION WAY COL City VAL WOBURN COL State VAL MA COL ZipCode VAL 1801 COL County VAL Middlesex COL PhoneNumber VAL (781) 935-5050 COL CMSRegion VAL 1 COL Condition VAL Bain disease or condition (non-traumatic)  [SEP] COL Condition VAL Bain disease or condition (non-traumatic) ,Brain disease or condition (non-traumatic),"Hip or knee replacement, amputation or other bone or joint condition"
2470,COL CCN VAL 14T029 COL Facility VAL SPAULDING REHABILITATION HOSPITAL COL Address1 VAL 300 FIRST AVENUE COL City VAL CHARLESTOWN COL State VAL MA COL ZipCode VAL 2129 COL County VAL Suffolk COL PhoneNumber VAL (617) 720-6400 COL CMSRegion VAL 1 COL Condition VAL Nervous system disorder (excluding stroke)  [SEP] COL CCN VAL 14T029 ,223034,223027
2471,COL CCN VAL 223034 COL Facility VAL MERCY HOSPITAL ARDMORE COL Address1 VAL 300 FIRST AVENUE COL City VAL CHARLESTOWN COL State VAL MA COL ZipCode VAL 2129 COL County VAL Suffolk COL PhoneNumber VAL (617) 720-6400 COL CMSRegion VAL 1 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL Facility VAL MERCY HOSPITAL ARDMORE ,SPAULDING REHABILITATION HOSPITAL,CHARLESTOWN REHABILITATION HOSPITAL
2472,COL CCN VAL 223034 COL Facility VAL SPAULDING REHABILITATION HOSPITAL COL Address1 VAL 200 EAST 17TH ST COL City VAL CHARLESTOWN COL State VAL MA COL ZipCode VAL 2129 COL County VAL Suffolk COL PhoneNumber VAL (617) 720-6400 COL CMSRegion VAL 1 COL Condition VAL All other conditions  [SEP] COL Address1 VAL 200 EAST 17TH ST ,300 FIRST AVENUE,ONE HOSPITAL DRIVE
2473,COL CCN VAL 223034 COL Facility VAL SPAULDING REHABILITATION HOSPITAL COL Address1 VAL 300 FIRST AVENUE COL City VAL MOUNT CLEMENS COL State VAL MA COL ZipCode VAL 2129 COL County VAL Suffolk COL PhoneNumber VAL (617) 720-6400 COL CMSRegion VAL 1 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL City VAL MOUNT CLEMENS ,CHARLESTOWN,CHARLESTOWN
2474,COL CCN VAL 223034 COL Facility VAL SPAULDING REHABILITATION HOSPITAL COL Address1 VAL 300 FIRST AVENUE COL City VAL CHARLESTOWN COL State VAL IN COL ZipCode VAL 2129 COL County VAL Suffolk COL PhoneNumber VAL (617) 720-6400 COL CMSRegion VAL 1 COL Condition VAL Hip or femur fracture  [SEP] COL State VAL IN ,MA,MA
2475,COL CCN VAL 223034 COL Facility VAL SPAULDING REHABILITATION HOSPITAL COL Address1 VAL 300 FIRST AVENUE COL City VAL CHARLESTOWN COL State VAL MA COL ZipCode VAL 64804 COL County VAL Suffolk COL PhoneNumber VAL (617) 720-6400 COL CMSRegion VAL 1 COL Condition VAL Hip or femur fracture  [SEP] COL ZipCode VAL 64804 ,2129,1601
2476,COL CCN VAL 223034 COL Facility VAL SPAULDING REHABILITATION HOSPITAL COL Address1 VAL 300 FIRST AVENUE COL City VAL CHARLESTOWN COL State VAL MA COL ZipCode VAL 2129 COL County VAL Lee COL PhoneNumber VAL (617) 720-6400 COL CMSRegion VAL 1 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL County VAL Lee ,Suffolk,Suffolk
2477,COL CCN VAL 223034 COL Facility VAL SPAULDING REHABILITATION HOSPITAL COL Address1 VAL 300 FIRST AVENUE COL City VAL CHARLESTOWN COL State VAL MA COL ZipCode VAL 2129 COL County VAL Suffolk COL PhoneNumber VAL (517) 364-2092 COL CMSRegion VAL 1 COL Condition VAL Hip or femur fracture  [SEP] COL PhoneNumber VAL (517) 364-2092 ,(617) 720-6400,(603) 243-8000
2478,COL CCN VAL 223034 COL Facility VAL SPAULDING REHABILITATION HOSPITAL COL Address1 VAL 300 FIRST AVENUE COL City VAL CHARLESTOWN COL State VAL MA COL ZipCode VAL 2129 COL County VAL Suffolk COL PhoneNumber VAL (617) 720-6400 COL CMSRegion VAL  COL Condition VAL Nervous system disorder (excluding stroke)  [SEP] COL CMSRegion VAL  ,1,1
2479,COL CCN VAL 223034 COL Facility VAL SPAULDING REHABILITATION HOSPITAL COL Address1 VAL 300 FIRST AVENUE COL City VAL CHARLESTOWN COL State VAL MA COL ZipCode VAL 2129 COL County VAL Suffolk COL PhoneNumber VAL (617) 720-6400 COL CMSRegion VAL 1 COL Condition VAL Al other conditions  [SEP] COL Condition VAL Al other conditions ,Hip or femur fracture,Nervous system disorder (excluding stroke)
2480,COL CCN VAL 313029 COL Facility VAL NOBLE HOSPITAL COL Address1 VAL 115 W SILVER ST COL City VAL WESTFIELD COL State VAL MA COL ZipCode VAL 1086 COL County VAL Hampden COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 1 COL Condition VAL Hip or femur fracture  [SEP] COL CCN VAL 313029 ,22T065,22T057
2481,COL CCN VAL 22T065 COL Facility VAL PAM REHABILITATION HOSPITAL OF TULSA COL Address1 VAL 115 W SILVER ST COL City VAL WESTFIELD COL State VAL MA COL ZipCode VAL 1086 COL County VAL Hampden COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 1 COL Condition VAL Brain injury (traumatic)  [SEP] COL Facility VAL PAM REHABILITATION HOSPITAL OF TULSA ,NOBLE HOSPITAL,WESTFIELD REHABILITATION CENTER
2482,COL CCN VAL 22T065 COL Facility VAL NOBLE HOSPITAL COL Address1 VAL 169 MARTIN AVENUE COL City VAL WESTFIELD COL State VAL MA COL ZipCode VAL 1086 COL County VAL Hampden COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 1 COL Condition VAL Brain disease or condition (non-traumatic)  [SEP] COL Address1 VAL 169 MARTIN AVENUE ,115 W SILVER ST,ONE HOSPITAL DRIVE
2483,COL CCN VAL 22T065 COL Facility VAL NOBLE HOSPITAL COL Address1 VAL 115 W SILVER ST COL City VAL HGH POINT COL State VAL MA COL ZipCode VAL 1086 COL County VAL Hampden COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 1 COL Condition VAL Hip or femur fracture  [SEP] COL City VAL HGH POINT ,WESTFIELD,NOBLE
2484,COL CCN VAL 22T065 COL Facility VAL NOBLE HOSPITAL COL Address1 VAL 115 W SILVER ST COL City VAL WESTFIELD COL State VAL IL COL ZipCode VAL 1086 COL County VAL Hampden COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 1 COL Condition VAL Hip or femur fracture  [SEP] COL State VAL IL ,MA,MA
2485,COL CCN VAL 22T065 COL Facility VAL NOBLE HOSPITAL COL Address1 VAL 115 W SILVER ST COL City VAL WESTFIELD COL State VAL MA COL ZipCode VAL 50703 COL County VAL Hampden COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 1 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL ZipCode VAL 50703 ,1086,1601
2486,COL CCN VAL 22T065 COL Facility VAL NOBLE HOSPITAL COL Address1 VAL 115 W SILVER ST COL City VAL WESTFIELD COL State VAL MA COL ZipCode VAL 1086 COL County VAL Pacer COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 1 COL Condition VAL Brain disease or condition (non-traumatic)  [SEP] COL County VAL Pacer ,Hampden,Suffolk
2487,COL CCN VAL 22T065 COL Facility VAL NOBLE HOSPITAL COL Address1 VAL 115 W SILVER ST COL City VAL WESTFIELD COL State VAL MA COL ZipCode VAL 1086 COL County VAL Hampden COL PhoneNumber VAL (860) 442-0711 COL CMSRegion VAL 1 COL Condition VAL Brain injury (traumatic)  [SEP] COL PhoneNumber VAL (860) 442-0711 ,(502) 596-6346,(502) 596-6346
2488,COL CCN VAL 22T065 COL Facility VAL NOBLE HOSPITAL COL Address1 VAL 115 W SILVER ST COL City VAL WESTFIELD COL State VAL MA COL ZipCode VAL 1086 COL County VAL Hampden COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 4 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL CMSRegion VAL 4 ,1,1
2489,COL CCN VAL 22T065 COL Facility VAL NOBLE HOSPITAL COL Address1 VAL 115 W SILVER ST COL City VAL WESTFIELD COL State VAL MA COL ZipCode VAL 1086 COL County VAL Hampden COL PhoneNumber VAL (502) 596-6346 COL CMSRegion VAL 1 COL Condition VAL Sroke  [SEP] COL Condition VAL Sroke ,Spinal cord injury (traumatic),Spinal cord injury (traumatic)
2490,COL CCN VAL 26T095 COL Facility VAL SOUTHCOAST HOSPITALS GROUP INC. COL Address1 VAL CHARLTON MEMORIAL HOSPITAL COL City VAL FALL RIVER COL State VAL MA COL ZipCode VAL 2720 COL County VAL Plymouth COL PhoneNumber VAL (508) 973-7554 COL CMSRegion VAL 1 COL Condition VAL All other conditions  [SEP] COL CCN VAL 26T095 ,22T074,22T047
2491,COL CCN VAL 22T074 COL Facility VAL SAMARITAN MEDICAL CENTER COL Address1 VAL CHARLTON MEMORIAL HOSPITAL COL City VAL FALL RIVER COL State VAL MA COL ZipCode VAL 2720 COL County VAL Plymouth COL PhoneNumber VAL (508) 973-7554 COL CMSRegion VAL 1 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL Facility VAL SAMARITAN MEDICAL CENTER ,SOUTHCOAST HOSPITALS GROUP INC.,PRIMARY PARK REHABILITATION CENTER
2492,"COL CCN VAL 22T074 COL Facility VAL SOUTHCOAST HOSPITALS GROUP INC. COL Address1 VAL HAZLETON COL City VAL FALL RIVER COL State VAL MA COL ZipCode VAL 2720 COL County VAL Plymouth COL PhoneNumber VAL (508) 973-7554 COL CMSRegion VAL 1 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL Address1 VAL HAZLETON ",CHARLTON MEMORIAL HOSPITAL,ONE PARK BLVD.
2493,COL CCN VAL 22T074 COL Facility VAL SOUTHCOAST HOSPITALS GROUP INC. COL Address1 VAL CHARLTON MEMORIAL HOSPITAL COL City VAL NORTH MIAMI COL State VAL MA COL ZipCode VAL 2720 COL County VAL Plymouth COL PhoneNumber VAL (508) 973-7554 COL CMSRegion VAL 1 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL City VAL NORTH MIAMI ,FALL RIVER,PORTSMOUTH
2494,COL CCN VAL 22T074 COL Facility VAL SOUTHCOAST HOSPITALS GROUP INC. COL Address1 VAL CHARLTON MEMORIAL HOSPITAL COL City VAL FALL RIVER COL State VAL IL COL ZipCode VAL 2720 COL County VAL Plymouth COL PhoneNumber VAL (508) 973-7554 COL CMSRegion VAL 1 COL Condition VAL Hip or femur fracture  [SEP] COL State VAL IL ,MA,MA
2495,COL CCN VAL 22T074 COL Facility VAL SOUTHCOAST HOSPITALS GROUP INC. COL Address1 VAL CHARLTON MEMORIAL HOSPITAL COL City VAL FALL RIVER COL State VAL MA COL ZipCode VAL 60048 COL County VAL Plymouth COL PhoneNumber VAL (508) 973-7554 COL CMSRegion VAL 1 COL Condition VAL All other conditions  [SEP] COL ZipCode VAL 60048 ,2720,1601
2496,COL CCN VAL 22T074 COL Facility VAL SOUTHCOAST HOSPITALS GROUP INC. COL Address1 VAL CHARLTON MEMORIAL HOSPITAL COL City VAL FALL RIVER COL State VAL MA COL ZipCode VAL 2720 COL County VAL Evangeline COL PhoneNumber VAL (508) 973-7554 COL CMSRegion VAL 1 COL Condition VAL Brain disease or condition (non-traumatic)  [SEP] COL County VAL Evangeline ,Plymouth,Plymouth
2497,"COL CCN VAL 22T074 COL Facility VAL SOUTHCOAST HOSPITALS GROUP INC. COL Address1 VAL CHARLTON MEMORIAL HOSPITAL COL City VAL FALL RIVER COL State VAL MA COL ZipCode VAL 2720 COL County VAL Plymouth COL PhoneNumber VAL (985) 380-4397 COL CMSRegion VAL 1 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL PhoneNumber VAL (985) 380-4397 ",(508) 973-7554,(502) 596-6346
2498,COL CCN VAL 22T074 COL Facility VAL SOUTHCOAST HOSPITALS GROUP INC. COL Address1 VAL CHARLTON MEMORIAL HOSPITAL COL City VAL FALL RIVER COL State VAL MA COL ZipCode VAL 2720 COL County VAL Plymouth COL PhoneNumber VAL (508) 973-7554 COL CMSRegion VAL 4 COL Condition VAL All other conditions  [SEP] COL CMSRegion VAL 4 ,1,1
2499,"COL CCN VAL 22T074 COL Facility VAL SOUTHCOAST HOSPITALS GROUP INC. COL Address1 VAL CHARLTON MEMORIAL HOSPITAL COL City VAL FALL RIVER COL State VAL MA COL ZipCode VAL 2720 COL County VAL Plymouth COL PhoneNumber VAL (508) 973-7554 COL CMSRegion VAL 1 COL Condition VAL Hp or knee replacement, amputation or other bone or joint condition  [SEP] COL Condition VAL Hp or knee replacement, amputation or other bone or joint condition ",Spinal cord injury (traumatic),Spinal cord injury (traumatic)
2500,COL CCN VAL 05T441 COL Facility VAL WHITTIER REHABILITATION HOSPITAL COL Address1 VAL 150 FLANDERS ROAD COL City VAL WESTBOROUGH COL State VAL MA COL ZipCode VAL 1581 COL County VAL Worcester COL PhoneNumber VAL (508) 871-2063 COL CMSRegion VAL 1 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL CCN VAL 05T441 ,22TA48,223025
2501,COL CCN VAL 22TA48 COL Facility VAL KANSAS UNIVERSITY REHAB COL Address1 VAL 150 FLANDERS ROAD COL City VAL WESTBOROUGH COL State VAL MA COL ZipCode VAL 1581 COL County VAL Worcester COL PhoneNumber VAL (508) 871-2063 COL CMSRegion VAL 1 COL Condition VAL Hip or femur fracture  [SEP] COL Facility VAL KANSAS UNIVERSITY REHAB ,WHITTIER REHABILITATION HOSPITAL,WHITTIER REHABILITATION HOSPITAL
2502,COL CCN VAL 22TA48 COL Facility VAL WHITTIER REHABILITATION HOSPITAL COL Address1 VAL 201 AVALON AVE COL City VAL WESTBOROUGH COL State VAL MA COL ZipCode VAL 1581 COL County VAL Worcester COL PhoneNumber VAL (508) 871-2063 COL CMSRegion VAL 1 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL Address1 VAL 201 AVALON AVE ,150 FLANDERS ROAD,ONE WESTBOROUGH ROAD
2503,COL CCN VAL 22TA48 COL Facility VAL WHITTIER REHABILITATION HOSPITAL COL Address1 VAL 150 FLANDERS ROAD COL City VAL EUREKA COL State VAL MA COL ZipCode VAL 1581 COL County VAL Worcester COL PhoneNumber VAL (508) 871-2063 COL CMSRegion VAL 1 COL Condition VAL All other conditions  [SEP] COL City VAL EUREKA ,WESTBOROUGH,WESTBOROUGH
2504,COL CCN VAL 22TA48 COL Facility VAL WHITTIER REHABILITATION HOSPITAL COL Address1 VAL 150 FLANDERS ROAD COL City VAL WESTBOROUGH COL State VAL LA COL ZipCode VAL 1581 COL County VAL Worcester COL PhoneNumber VAL (508) 871-2063 COL CMSRegion VAL 1 COL Condition VAL All other conditions  [SEP] COL State VAL LA ,MA,MA
2505,COL CCN VAL 22TA48 COL Facility VAL WHITTIER REHABILITATION HOSPITAL COL Address1 VAL 150 FLANDERS ROAD COL City VAL WESTBOROUGH COL State VAL MA COL ZipCode VAL 35903 COL County VAL Worcester COL PhoneNumber VAL (508) 871-2063 COL CMSRegion VAL 1 COL Condition VAL Hip or femur fracture  [SEP] COL ZipCode VAL 35903 ,1581,2220
2506,COL CCN VAL 22TA48 COL Facility VAL WHITTIER REHABILITATION HOSPITAL COL Address1 VAL 150 FLANDERS ROAD COL City VAL WESTBOROUGH COL State VAL MA COL ZipCode VAL 1581 COL County VAL Nrthampton COL PhoneNumber VAL (508) 871-2063 COL CMSRegion VAL 1 COL Condition VAL Brain injury (traumatic)  [SEP] COL County VAL Nrthampton ,Worcester,Suffolk
2507,COL CCN VAL 22TA48 COL Facility VAL WHITTIER REHABILITATION HOSPITAL COL Address1 VAL 150 FLANDERS ROAD COL City VAL WESTBOROUGH COL State VAL MA COL ZipCode VAL 1581 COL County VAL Worcester COL PhoneNumber VAL (502) 596-7152 COL CMSRegion VAL 1 COL Condition VAL All other conditions  [SEP] COL PhoneNumber VAL (502) 596-7152 ,(508) 871-2063,(502) 596-6346
2508,COL CCN VAL 22TA48 COL Facility VAL WHITTIER REHABILITATION HOSPITAL COL Address1 VAL 150 FLANDERS ROAD COL City VAL WESTBOROUGH COL State VAL MA COL ZipCode VAL 1581 COL County VAL Worcester COL PhoneNumber VAL (508) 871-2063 COL CMSRegion VAL 4 COL Condition VAL Brain injury (traumatic)  [SEP] COL CMSRegion VAL 4 ,1,1
2509,COL CCN VAL 22TA48 COL Facility VAL WHITTIER REHABILITATION HOSPITAL COL Address1 VAL 150 FLANDERS ROAD COL City VAL WESTBOROUGH COL State VAL MA COL ZipCode VAL 1581 COL County VAL Worcester COL PhoneNumber VAL (508) 871-2063 COL CMSRegion VAL 1 COL Condition VAL Brain injury (traumatic)  [SEP] COL Condition VAL Brain injury (traumatic) ,"Hip or knee replacement, amputation or other bone or joint condition","Hip or knee replacement, amputation or other bone or joint condition"
2510,COL CCN VAL 05T191 COL Facility VAL MARY FREE BED REHABILITATION HOSPITAL COL Address1 VAL 235 WEALTHY SE COL City VAL GRAND RAPIDS COL State VAL MI COL ZipCode VAL 49503 COL County VAL Kent COL PhoneNumber VAL (616) 840-8000 COL CMSRegion VAL 5 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL CCN VAL 05T191 ,233026,233025
2511,COL CCN VAL 233026 COL Facility VAL RVERSIDE HOSPITAL DPU COL Address1 VAL 235 WEALTHY SE COL City VAL GRAND RAPIDS COL State VAL MI COL ZipCode VAL 49503 COL County VAL Kent COL PhoneNumber VAL (616) 840-8000 COL CMSRegion VAL 5 COL Condition VAL Stroke  [SEP] COL Facility VAL RVERSIDE HOSPITAL DPU ,MARY FREE BED REHABILITATION HOSPITAL,GRAND RAPIDS REHABILITATION HOSPITAL
2512,COL CCN VAL 233026 COL Facility VAL MARY FREE BED REHABILITATION HOSPITAL COL Address1 VAL 8747 SQUIRES LANE NE COL City VAL GRAND RAPIDS COL State VAL MI COL ZipCode VAL 49503 COL County VAL Kent COL PhoneNumber VAL (616) 840-8000 COL CMSRegion VAL 5 COL Condition VAL Hip or femur fracture  [SEP] COL Address1 VAL 8747 SQUIRES LANE NE ,235 WEALTHY SE,501 EAST MICHIGAN ST
2513,COL CCN VAL 233026 COL Facility VAL MARY FREE BED REHABILITATION HOSPITAL COL Address1 VAL 235 WEALTHY SE COL City VAL SANTA BARBARA COL State VAL MI COL ZipCode VAL 49503 COL County VAL Kent COL PhoneNumber VAL (616) 840-8000 COL CMSRegion VAL 5 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL City VAL SANTA BARBARA ,GRAND RAPIDS,FREE BED
2514,COL CCN VAL 233026 COL Facility VAL MARY FREE BED REHABILITATION HOSPITAL COL Address1 VAL 235 WEALTHY SE COL City VAL GRAND RAPIDS COL State VAL O COL ZipCode VAL 49503 COL County VAL Kent COL PhoneNumber VAL (616) 840-8000 COL CMSRegion VAL 5 COL Condition VAL Stroke  [SEP] COL State VAL O ,MI,MI
2515,COL CCN VAL 233026 COL Facility VAL MARY FREE BED REHABILITATION HOSPITAL COL Address1 VAL 235 WEALTHY SE COL City VAL GRAND RAPIDS COL State VAL MI COL ZipCode VAL 49707 COL County VAL Kent COL PhoneNumber VAL (616) 840-8000 COL CMSRegion VAL 5 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL ZipCode VAL 49707 ,49503,49803
2516,COL CCN VAL 233026 COL Facility VAL MARY FREE BED REHABILITATION HOSPITAL COL Address1 VAL 235 WEALTHY SE COL City VAL GRAND RAPIDS COL State VAL MI COL ZipCode VAL 49503 COL County VAL Monmouth COL PhoneNumber VAL (616) 840-8000 COL CMSRegion VAL 5 COL Condition VAL Hip or femur fracture  [SEP] COL County VAL Monmouth ,Kent,Kent
2517,COL CCN VAL 233026 COL Facility VAL MARY FREE BED REHABILITATION HOSPITAL COL Address1 VAL 235 WEALTHY SE COL City VAL GRAND RAPIDS COL State VAL MI COL ZipCode VAL 49503 COL County VAL Kent COL PhoneNumber VAL (337) 360-9714 COL CMSRegion VAL 5 COL Condition VAL Hip or femur fracture  [SEP] COL PhoneNumber VAL (337) 360-9714 ,(616) 840-8000,(502) 596-6346
2518,COL CCN VAL 233026 COL Facility VAL MARY FREE BED REHABILITATION HOSPITAL COL Address1 VAL 235 WEALTHY SE COL City VAL GRAND RAPIDS COL State VAL MI COL ZipCode VAL 49503 COL County VAL Kent COL PhoneNumber VAL (616) 840-8000 COL CMSRegion VAL 2 COL Condition VAL Spinal cord disease or condition (non-traumatic)  [SEP] COL CMSRegion VAL 2 ,5,5
2519,COL CCN VAL 233026 COL Facility VAL MARY FREE BED REHABILITATION HOSPITAL COL Address1 VAL 235 WEALTHY SE COL City VAL GRAND RAPIDS COL State VAL MI COL ZipCode VAL 49503 COL County VAL Kent COL PhoneNumber VAL (616) 840-8000 COL CMSRegion VAL 5 COL Condition VAL Hp or femur fracture  [SEP] COL Condition VAL Hp or femur fracture ,Spinal cord injury (traumatic),Nervous system disorder (excluding stroke)
2520,COL CCN VAL 63036 COL Facility VAL REHABILITATION INSTITUTE OF MICHIGAN COL Address1 VAL 261 MACK BLVD COL City VAL DETROIT COL State VAL MI COL ZipCode VAL 48201 COL County VAL Wayne COL PhoneNumber VAL (313) 745-9710 COL CMSRegion VAL 5 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL CCN VAL 63036 ,233027,233027
2521,COL CCN VAL 233027 COL Facility VAL SSM HEALTH REHABILITATION HOSPITAL COL Address1 VAL 261 MACK BLVD COL City VAL DETROIT COL State VAL MI COL ZipCode VAL 48201 COL County VAL Wayne COL PhoneNumber VAL (313) 745-9710 COL CMSRegion VAL 5 COL Condition VAL Stroke  [SEP] COL Facility VAL SSM HEALTH REHABILITATION HOSPITAL ,REHABILITATION INSTITUTE OF MICHIGAN,MARY FREE BED REHABILITATION CENTER
2522,COL CCN VAL 233027 COL Facility VAL REHABILITATION INSTITUTE OF MICHIGAN COL Address1 VAL LARGO COL City VAL DETROIT COL State VAL MI COL ZipCode VAL 48201 COL County VAL Wayne COL PhoneNumber VAL (313) 745-9710 COL CMSRegion VAL 5 COL Condition VAL Spinal cord injury (traumatic)  [SEP] COL Address1 VAL LARGO ,261 MACK BLVD,201 WEST DETROIT AVENUE
2523,COL CCN VAL 233027 COL Facility VAL REHABILITATION INSTITUTE OF MICHIGAN COL Address1 VAL 261 MACK BLVD COL City VAL MCHENRY COL State VAL MI COL ZipCode VAL 48201 COL County VAL Wayne COL PhoneNumber VAL (313) 745-9710 COL CMSRegion VAL 5 COL Condition VAL Stroke  [SEP] COL City VAL MCHENRY ,DETROIT,PORTLAND
2524,COL CCN VAL 233027 COL Facility VAL REHABILITATION INSTITUTE OF MICHIGAN COL Address1 VAL 261 MACK BLVD COL City VAL DETROIT COL State VAL GA COL ZipCode VAL 48201 COL County VAL Wayne COL PhoneNumber VAL (313) 745-9710 COL CMSRegion VAL 5 COL Condition VAL Hip or femur fracture  [SEP] COL State VAL GA ,MI,MI
2525,"COL CCN VAL 233027 COL Facility VAL REHABILITATION INSTITUTE OF MICHIGAN COL Address1 VAL 261 MACK BLVD COL City VAL DETROIT COL State VAL MI COL ZipCode VAL 5805 COL County VAL Wayne COL PhoneNumber VAL (313) 745-9710 COL CMSRegion VAL 5 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition  [SEP] COL ZipCode VAL 5805 ",48201,49801
2526,COL CCN VAL 233027 COL Facility VAL REHABILITATION INSTITUTE OF MICHIGAN COL Address1 VAL 261 MACK BLVD COL City VAL DETROIT COL State VAL MI COL ZipCode VAL 48201 COL County VAL Cuyahoga COL PhoneNumber VAL (313) 745-9710 COL CMSRegion VAL 5 COL Condition VAL Stroke  [SEP] COL County VAL Cuyahoga ,Wayne,Wayne
